;Název děkanátu;Název farnosti;Rok;Osob celkem;Průměrný věk;Muž;Žena;Neuvedeno;
;Opava;Klokočov;2009;18;54,11;4;14;;
;Opava;Klokočov;2014;20;46,70;6;14;;
;Opava;Klokočov;2019;18;55,61;6;12;;
;Opava;Klokočov;2024;18;51,17;4;14;0;
233;Opava;Kružberk;1999;6;61,50;2;4;;
;Opava;Kružberk;2004;25;52,84;4;21;;
;Opava;Kružberk;2009;8;55,88;3;5;;
;Opava;Kružberk;2014;8;59,00;2;6;;
;Opava;Kružberk;2019;9;61,33;6;3;;
;Opava;Kružberk;2024;11;48,27;5;6;0;
234;Opava;Litultovice;1999;68;48,54;25;43;;
;Opava;Litultovice;2004;90;44,73;32;58;;
;Opava;Litultovice;2009;108;40,03;41;67;;
;Opava;Litultovice;2014;74;48,84;27;47;;
;Opava;Litultovice;2019;62;50,77;29;33;;
;Opava;Litultovice;2024;37;45,54;16;21;0;
235;Opava;Melč;1999;113;45,27;41;72;;
;Opava;Melč;2004;99;50,55;32;67;;
;Opava;Melč;2009;101;45,29;42;59;;
;Opava;Melč;2014;95;44,78;32;63;;
;Opava;Melč;2019;89;44,13;36;53;;
;Opava;Melč;2024;56;50,70;20;36;0;
236;Opava;Moravice;1999;54;38,87;15;39;;
;Opava;Moravice;2004;62;44,71;25;37;;
;Opava;Moravice;2009;61;45,64;27;34;;
;Opava;Moravice;2014;58;45,05;27;31;;
;Opava;Moravice;2019;58;43,24;28;30;;
;Opava;Moravice;2024;32;50,03;13;19;0;
237;Opava;Neplachovice;1999;96;57,25;26;70;;
;Opava;Neplachovice;2004;158;58,29;52;106;;
;Opava;Neplachovice;2009;123;62,38;41;82;;
;Opava;Neplachovice;2014;116;60,35;37;79;;
;Opava;Neplachovice;2019;88;60,64;26;62;;
;Opava;Neplachovice;2024;54;65,59;16;38;0;
238;Opava;Nové Lublice;1999;38;48,08;19;19;;
;Opava;Nové Lublice;2004;24;43,50;7;17;;
;Opava;Nové Lublice;2009;33;57,00;9;24;;
;Opava;Nové Lublice;2014;39;55,38;12;27;;
;Opava;Nové Lublice;2019;20;52,35;6;14;;
;Opava;Nové Lublice;2024;21;57,67;9;12;0;
239;Opava;Nové Těchanovice;1999;11;54,82;1;10;;
;Opava;Nové Těchanovice;2004;20;52,65;5;15;;
;Opava;Nové Těchanovice;2009;8;70,63;2;6;;
;Opava;Nové Těchanovice;2014;10;61,40;4;6;;
;Opava;Nové Těchanovice;2019;13;49,15;4;9;;
;Opava;Nové Těchanovice;2024;4;66,50;2;2;0;
240;Opava;Oldřišov;1999;542;41,68;198;344;;
;Opava;Oldřišov;2004;500;43,62;174;326;;
;Opava;Oldřišov;2009;408;47,74;149;259;;
;Opava;Oldřišov;2014;365;51,41;131;234;;
;Opava;Oldřišov;2019;239;53,66;64;175;;
;Opava;Oldřišov;2024;244;57,11;76;168;0;
241;Opava;Opava Panny Marie;1999;2413;50,14;878;1535;;
;Opava;Opava Panny Marie;2004;1850;51,97;681;1169;;
;Opava;Opava Panny Marie;2009;1184;54,20;437;747;;
;Opava;Opava Panny Marie;2014;927;55,62;327;600;;
;Opava;Opava Panny Marie;2019;967;52,49;361;606;;
;Opava;Opava Panny Marie;2024;645;52,07;243;402;0;
242;Opava;Opava sv. Duch;1999;697;50,21;243;454;;
;Opava;Opava sv. Duch;2004;619;46,56;275;344;;
;Opava;Opava sv. Duch;2009;923;49,83;364;559;;
;Opava;Opava sv. Duch;2014;644;52,18;246;398;;
;Opava;Opava sv. Duch;2019;507;46,05;201;306;;
;Opava;Opava sv. Duch;2024;302;52,22;139;160;3;
243;Opava;Opava-Jaktař;1999;241;48,62;88;153;;
;Opava;Opava-Jaktař;2004;216;46,40;82;134;;
;Opava;Opava-Jaktař;2009;208;49,82;79;129;;
;Opava;Opava-Jaktař;2014;215;47,00;90;125;;
;Opava;Opava-Jaktař;2019;126;53,24;55;71;;
;Opava;Opava-Jaktař;2024;95;51,78;41;54;0;
244;Opava;Opava-Kateřinky;1999;295;48,06;90;205;;
;Opava;Opava-Kateřinky;2004;243;46,31;75;168;;
;Opava;Opava-Kateřinky;2009;192;53,09;59;133;;
;Opava;Opava-Kateřinky;2014;191;55,64;58;133;;
;Opava;Opava-Kateřinky;2019;115;55,43;39;76;;
;Opava;Opava-Kateřinky;2024;91;56,51;36;55;0;
245;Opava;Opava-Komárov;1999;186;49,20;70;116;;
;Opava;Opava-Komárov;2004;199;45,82;65;134;;
;Opava;Opava-Komárov;2009;195;50,25;65;130;;
;Opava;Opava-Komárov;2014;144;55,19;51;93;;
;Opava;Opava-Komárov;2019;123;57,30;45;78;;
;Opava;Opava-Komárov;2024;92;47,95;31;61;0;
246;Opava;Opava-Kylešovice;1999;239;47,68;80;159;;
;Opava;Opava-Kylešovice;2004;228;49,57;75;153;;
;Opava;Opava-Kylešovice;2009;210;57,60;79;131;;
;Opava;Opava-Kylešovice;2014;155;54,88;56;99;;
;Opava;Opava-Kylešovice;2019;139;57,56;47;92;;
;Opava;Opava-Kylešovice;2024;116;43,69;52;64;0;
247;Opava;Radkov;1999;29;52,59;4;25;;
;Opava;Radkov;2004;35;53,80;5;30;;
;Opava;Radkov;2009;18;49,56;2;16;;
;Opava;Radkov;2014;32;56,31;7;25;;
;Opava;Radkov;2019;19;69,63;4;15;;
;Opava;Radkov;2024;10;53,30;2;8;0;
248;Opava;Raduň;1999;130;46,61;54;76;;
;Opava;Raduň;2004;90;54,77;33;57;;
;Opava;Raduň;2009;73;55,59;31;42;;
;Opava;Raduň;2014;43;59,21;18;25;;
;Opava;Raduň;2019;43;52,47;18;25;;
;Opava;Raduň;2024;24;45,88;9;15;0;
249;Opava;Skřipov u Opavy;1999;239;49,04;77;162;;
;Opava;Skřipov u Opavy;2004;210;48,90;66;144;;
;Opava;Skřipov u Opavy;2009;177;51,12;54;123;;
;Opava;Skřipov u Opavy;2014;148;49,09;51;97;;
;Opava;Skřipov u Opavy;2019;132;52,99;40;92;;
;Opava;Skřipov u Opavy;2024;93;54,85;30;63;0;
250;Opava;Slavkov u Opavy;1999;255;44,34;93;162;;
;Opava;Slavkov u Opavy;2004;202;44,12;84;118;;
;Opava;Slavkov u Opavy;2009;229;48,06;92;137;;
;Opava;Slavkov u Opavy;2014;241;45,02;96;145;;
;Opava;Slavkov u Opavy;2019;153;50,16;67;86;;
;Opava;Slavkov u Opavy;2024;112;50,59;43;69;0;
251;Opava;Stěbořice;1999;304;41,11;137;167;;
;Opava;Stěbořice;2004;316;43,22;145;171;;
;Opava;Stěbořice;2009;362;44,00;162;200;;
;Opava;Stěbořice;2014;403;45,70;183;220;;
;Opava;Stěbořice;2019;347;45,33;152;195;;
;Opava;Stěbořice;2024;313;45,99;148;165;0;
252;Opava;Štáblovice;1999;171;46,74;78;93;;
;Opava;Štáblovice;2004;137;49,58;61;76;;
;Opava;Štáblovice;2009;148;52,53;61;87;;
;Opava;Štáblovice;2014;111;50,67;41;70;;
;Opava;Štáblovice;2019;73;52,71;33;40;;
;Opava;Štáblovice;2024;57;56,28;29;28;0;
253;Opava;Velké Heraltice;1999;52;46,58;22;30;;
;Opava;Velké Heraltice;2004;105;49,84;40;65;;
;Opava;Velké Heraltice;2009;133;51,92;53;80;;
;Opava;Velké Heraltice;2014;75;50,43;32;43;;
;Opava;Velké Heraltice;2019;62;52,97;27;35;;
;Opava;Velké Heraltice;2024;68;52,04;26;42;0;
254;Opava;Velké Hoštice;1999;685;43,56;245;440;;
;Opava;Velké Hoštice;2004;789;46,34;266;523;;
;Opava;Velké Hoštice;2009;505;52,96;165;340;;
;Opava;Velké Hoštice;2014;425;52,34;146;279;;
;Opava;Velké Hoštice;2019;326;55,49;97;229;;
;Opava;Velké Hoštice;2024;281;60,26;96;185;0;
255;Opava;Větřkovice;1999;179;46,98;72;107;;
;Opava;Větřkovice;2004;229;43,25;100;129;;
;Opava;Větřkovice;2009;178;46,06;77;101;;
;Opava;Větřkovice;2014;129;52,35;50;79;;
;Opava;Větřkovice;2019;117;53,22;54;63;;
;Opava;Větřkovice;2024;85;59,34;36;49;0;
256;Opava;Vítkov;1999;167;53,27;53;114;;
;Opava;Vítkov;2004;118;59,81;46;72;;
;Opava;Vítkov;2009;95;50,55;40;55;;
;Opava;Vítkov;2014;99;56,66;32;67;;
;Opava;Vítkov;2019;71;56,75;26;45;;
;Opava;Vítkov;2024;66;53,61;22;44;0;
257;Ostrava;Ostrava-Heřmanice;1999;111;42,83;31;80;;
;Ostrava;Ostrava-Heřmanice;2004;124;44,27;34;90;;
;Ostrava;Ostrava-Heřmanice;2009;89;52,30;30;59;;
;Ostrava;Ostrava-Heřmanice;2014;78;54,27;23;55;;
;Ostrava;Ostrava-Heřmanice;2019;82;50,54;31;51;;
;Ostrava;Ostrava-Heřmanice;2024;80;45,74;29;51;0;
258;Ostrava;Ostrava-Hošťálkovice;1999;249;53,00;73;176;;
;Ostrava;Ostrava-Hošťálkovice;2004;220;50,83;65;155;;
;Ostrava;Ostrava-Hošťálkovice;2009;174;54,39;66;108;;
;Ostrava;Ostrava-Hošťálkovice;2014;173;52,32;52;121;;
;Ostrava;Ostrava-Hošťálkovice;2019;113;63,56;38;75;;
;Ostrava;Ostrava-Hošťálkovice;2024;113;58,27;34;79;0;
259;Ostrava;Ostrava-Hrabová;1999;142;47,00;43;99;;
;Ostrava;Ostrava-Hrabová;2004;130;51,14;41;89;;
;Ostrava;Ostrava-Hrabová;2009;120;47,43;42;78;;
;Ostrava;Ostrava-Hrabová;2014;98;47,57;40;58;;
;Ostrava;Ostrava-Hrabová;2019;109;48,63;36;73;;
;Ostrava;Ostrava-Hrabová;2024;82;49,01;27;55;0;
260;Ostrava;Ostrava-Hrabůvka;1999;721;42,17;256;465;;
;Ostrava;Ostrava-Hrabůvka;2004;718;45,18;257;461;;
;Ostrava;Ostrava-Hrabůvka;2009;588;47,31;221;367;;
;Ostrava;Ostrava-Hrabůvka;2014;452;49,99;156;296;;
;Ostrava;Ostrava-Hrabůvka;2019;332;53,21;118;214;;
;Ostrava;Ostrava-Hrabůvka;2024;182;58,90;74;108;0;
261;Ostrava;Ostrava-Hrušov;1999;73;49,67;29;44;;
;Ostrava;Ostrava-Hrušov;2004;79;46,28;32;47;;
;Ostrava;Ostrava-Hrušov;2009;74;57,47;25;49;;
;Ostrava;Ostrava-Hrušov;2014;69;57,07;25;44;;
;Ostrava;Ostrava-Hrušov;2019;41;61,51;17;24;;
;Ostrava;Ostrava-Hrušov;2024;41;50,71;16;25;0;
262;Ostrava;Ostrava-Kunčičky;1999;75;57,37;27;48;;
;Ostrava;Ostrava-Kunčičky;2004;43;52,84;18;25;;
;Ostrava;Ostrava-Kunčičky;2009;69;52,28;24;45;;
;Ostrava;Ostrava-Kunčičky;2014;79;44,49;29;50;;
;Ostrava;Ostrava-Kunčičky;2019;83;41,36;37;46;;
;Ostrava;Ostrava-Kunčičky;2024;78;41,91;37;41;0;
263;Ostrava;Ostrava-Mariánské Hory;1999;337;48,40;120;217;;
;Ostrava;Ostrava-Mariánské Hory;2004;310;49,15;115;195;;
;Ostrava;Ostrava-Mariánské Hory;2009;293;49,57;99;194;;
;Ostrava;Ostrava-Mariánské Hory;2014;265;49,04;107;158;;
;Ostrava;Ostrava-Mariánské Hory;2019;200;50,02;69;131;;
;Ostrava;Ostrava-Mariánské Hory;2024;185;49,51;75;109;1;
264;Ostrava;Ostrava-Michálkovice;1999;97;47,49;35;62;;
;Ostrava;Ostrava-Michálkovice;2004;68;53,82;30;38;;
;Ostrava;Ostrava-Michálkovice;2009;51;47,57;24;27;;
;Ostrava;Ostrava-Michálkovice;2014;39;59,54;16;23;;
;Ostrava;Ostrava-Michálkovice;2019;23;63,43;10;13;;
;Ostrava;Ostrava-Michálkovice;2024;27;56,85;9;18;0;
265;Ostrava;Ostrava-Moravská Ostrava;1999;1521;48,84;619;902;;
;Ostrava;Ostrava-Moravská Ostrava;2004;1185;47,46;464;721;;
;Ostrava;Ostrava-Moravská Ostrava;2009;848;50,77;338;510;;
;Ostrava;Ostrava-Moravská Ostrava;2014;698;47,10;294;404;;
;Ostrava;Ostrava-Moravská Ostrava;2019;631;45,84;284;347;;
;Ostrava;Ostrava-Moravská Ostrava;2024;587;44,45;269;316;2;
266;Ostrava;Ostrava-Plesná;1999;189;49,16;63;126;;
;Ostrava;Ostrava-Plesná;2004;194;52,75;63;131;;
;Ostrava;Ostrava-Plesná;2009;169;52,35;58;111;;
;Ostrava;Ostrava-Plesná;2014;165;47,77;63;102;;
;Ostrava;Ostrava-Plesná;2019;145;47,25;69;76;;
;Ostrava;Ostrava-Plesná;2024;159;51,78;70;89;0;
267;Ostrava;Ostrava-Polanka;1999;187;50,33;61;126;;
;Ostrava;Ostrava-Polanka;2004;162;50,25;50;112;;
;Ostrava;Ostrava-Polanka;2009;150;55,66;50;100;;
;Ostrava;Ostrava-Polanka;2014;165;53,60;52;113;;
;Ostrava;Ostrava-Polanka;2019;151;49,73;60;91;;
;Ostrava;Ostrava-Polanka;2024;97;51,08;36;61;0;
268;Ostrava;Ostrava-Poruba;1999;1420;47,49;518;902;;
;Ostrava;Ostrava-Poruba;2004;1726;46,24;618;1108;;
;Ostrava;Ostrava-Poruba;2009;853;48,60;321;532;;
;Ostrava;Ostrava-Poruba;2014;744;47,65;275;469;;
;Ostrava;Ostrava-Poruba;2019;631;43,87;261;370;;
;Ostrava;Ostrava-Poruba;2024;496;44,17;209;287;0;
269;Ostrava;Ostrava-Přívoz;1999;166;52,63;50;116;;
;Ostrava;Ostrava-Přívoz;2004;226;45,71;76;150;;
;Ostrava;Ostrava-Přívoz;2009;285;42,72;115;170;;
;Ostrava;Ostrava-Přívoz;2014;290;41,39;103;187;;
;Ostrava;Ostrava-Přívoz;2019;288;41,75;125;163;;
;Ostrava;Ostrava-Přívoz;2024;227;44,05;98;126;3;
270;Ostrava;Ostrava-Radvanice;1999;120;46,42;46;74;;
;Ostrava;Ostrava-Radvanice;2004;140;38,40;59;81;;
;Ostrava;Ostrava-Radvanice;2009;132;47,07;49;83;;
;Ostrava;Ostrava-Radvanice;2014;126;52,67;50;76;;
;Ostrava;Ostrava-Radvanice;2019;116;49,32;46;70;;
;Ostrava;Ostrava-Radvanice;2024;85;54,07;34;51;0;
271;Ostrava;Ostrava-Slezská Ostrava;1999;60;62,10;17;43;;
;Ostrava;Ostrava-Slezská Ostrava;2004;83;62,13;29;54;;
;Ostrava;Ostrava-Slezská Ostrava;2009;107;55,63;42;65;;
;Ostrava;Ostrava-Slezská Ostrava;2014;49;58,37;18;31;;
;Ostrava;Ostrava-Slezská Ostrava;2019;336;44,03;162;174;;
;Ostrava;Ostrava-Slezská Ostrava;2024;34;60,68;14;19;1;
272;Ostrava;Ostrava-Stará Bělá;1999;574;41,87;243;331;;
;Ostrava;Ostrava-Stará Bělá;2004;564;41,81;250;314;;
;Ostrava;Ostrava-Stará Bělá;2009;546;41,07;237;309;;
;Ostrava;Ostrava-Stará Bělá;2014;526;40,14;232;294;;
;Ostrava;Ostrava-Stará Bělá;2019;567;37,60;272;295;;
;Ostrava;Ostrava-Stará Bělá;2024;360;43,71;166;193;1;
273;Ostrava;Ostrava-Svinov;1999;305;50,81;111;194;;
;Ostrava;Ostrava-Svinov;2004;271;44,10;106;165;;
;Ostrava;Ostrava-Svinov;2009;271;50,01;97;174;;
;Ostrava;Ostrava-Svinov;2014;298;47,93;123;175;;
;Ostrava;Ostrava-Svinov;2019;214;51,84;92;122;;
;Ostrava;Ostrava-Svinov;2024;135;54,43;58;77;0;
274;Ostrava;Ostrava-Třebovice;1999;545;50,62;212;333;;
;Ostrava;Ostrava-Třebovice;2004;452;51,76;167;285;;
;Ostrava;Ostrava-Třebovice;2009;413;49,26;153;260;;
;Ostrava;Ostrava-Třebovice;2014;334;51,16;134;200;;
;Ostrava;Ostrava-Třebovice;2019;316;47,42;127;189;;
;Ostrava;Ostrava-Třebovice;2024;231;49,99;98;133;0;
275;Ostrava;Ostrava-Vítkovice;1999;341;58,22;114;227;;
;Ostrava;Ostrava-Vítkovice;2004;218;58,21;71;147;;
;Ostrava;Ostrava-Vítkovice;2009;117;62,60;39;78;;
;Ostrava;Ostrava-Vítkovice;2014;80;68,94;27;53;;
;Ostrava;Ostrava-Vítkovice;2019;65;63,11;24;41;;
;Ostrava;Ostrava-Vítkovice;2024;45;64,78;23;22;0;
276;Ostrava;Ostrava-Zábřeh;1999;842;45,60;322;520;;
;Ostrava;Ostrava-Zábřeh;2004;882;47,28;313;569;;
;Ostrava;Ostrava-Zábřeh;2009;1069;47,57;400;669;;
;Ostrava;Ostrava-Zábřeh;2014;902;47,38;321;581;;
;Ostrava;Ostrava-Zábřeh;2019;908;46,12;344;564;;
;Ostrava;Ostrava-Zábřeh;2024;758;43,36;304;453;1;
277;Ostrava;Ostrava-Pustkovec;1999;;;;;;
;Ostrava;Ostrava-Pustkovec;2004;;;;;;
;Ostrava;Ostrava-Pustkovec;2009;745;48,44;276;469;;
;Ostrava;Ostrava-Pustkovec;2014;671;47,76;260;411;;
;Ostrava;Ostrava-Pustkovec;2019;694;49,66;275;419;;
;Ostrava;Ostrava-Pustkovec;2024;430;46,85;185;245;0;
